companyid,locationid,state,patientid,procedure_code,production,description,week_start_date,year
V133130,2-Jan,NV,951,31803,134.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-11-06,2017
V133130,2-Jan,NV,282,IR501,46.0,IDEXX FECAL O&P,2017-11-06,2017
V133130,2-Jan,NV,192,IL24483,262.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-11-20,2017
V133130,2-Jan,NV,718,1189,131.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2017-11-20,2017
V133130,2-Jan,NV,844,13867,77.0,IDEXX PHENOBARBITAL (1000),2017-12-04,2017
V133130,2-Jan,NV,873,HW,64.0,IDEXX - HEARTWORM SNAP,2017-12-11,2017
V133130,2-Jan,NV,518,1248,269.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-12-11,2017
V133130,2-Jan,NV,528,2463,57.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-12-11,2017
V133130,2-Jan,NV,276,10132,46.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2017-12-18,2017
V133130,2-Jan,NV,916,IL7244,51.47,IDEXX LAB 4DX PLUS TEST - CANINE,2017-12-25,2017
V133130,2-Jan,NV,484,1773,32.01,IDEXX CBC (PROCYTE) INHOUSE,2017-12-25,2017
V133130,2-Jan,NV,631,1189,129.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2018-01-01,2018
V133130,2-Jan,NV,993,IL75B,168.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-01-01,2018
V133130,2-Jan,NV,247,URINE,65.5,URINALYSIS IN HOUSE - IDEXX,2018-01-15,2018
V133130,2-Jan,NV,995,IR501,42.0,IDEXX FECAL O&P,2018-01-22,2018
V133130,2-Jan,NV,873,ID804,123.0,IDEXX TOTAL T4,2018-01-22,2018
V133130,2-Jan,NV,944,SA705,130.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2018-01-22,2018
V133130,2-Jan,NV,564,IDX2,211.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-01-29,2018
V133130,2-Jan,NV,320,1189,135.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2018-01-29,2018
V133130,2-Jan,NV,509,IL45139,162.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2018-02-05,2018
V133130,2-Jan,NV,462,IL31829,130.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2018-02-12,2018
V133130,2-Jan,NV,620,IL75B,163.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-02-26,2018
V133130,2-Jan,NV,982,PREAXBW,109.6,IDEXX PABW,2018-03-05,2018
V133130,2-Jan,NV,134,IL9461,133.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-03-19,2018
V133130,2-Jan,NV,699,1773,26.01,IDEXX CBC (PROCYTE) INHOUSE,2018-03-19,2018
V133130,2-Jan,NV,939,IDX2,200.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-04-16,2018
V133130,2-Jan,NV,268,3231,52.96,FECAL O&P PRIMATE - IDEXX #320389,2018-05-14,2018
V133130,2-Jan,NV,180,IL275,158.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2018-05-21,2018
V133130,2-Jan,NV,856,URINE,67.5,URINALYSIS IN HOUSE - IDEXX,2018-05-28,2018
V133130,2-Jan,NV,682,FDX,46.0,FECAL DX (IDEXX),2018-05-28,2018
V133130,2-Jan,NV,645,IL5013,60.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-06-11,2018
V133130,2-Jan,NV,731,24639,85.57,IDEXX FECAL DX PROFILE W GIARDIA,2018-06-18,2018
V133130,2-Jan,NV,190,IL31829,95.92,IDEXX K9 COMP PARASITE SCREEN,2018-06-18,2018
V133130,2-Jan,NV,878,AC100,95.9,IDEXX 4DX  W REFLEX,2018-07-02,2018
V133130,2-Jan,NV,215,IL31829,132.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2018-07-16,2018
V133130,2-Jan,NV,891,3231,58.96,FECAL O&P PRIMATE - IDEXX #320438,2018-07-16,2018
V133130,2-Jan,NV,627,ID804,122.0,IDEXX TOTAL T4,2018-07-30,2018
V133130,2-Jan,NV,993,FECALDX,79.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2018-08-13,2018
V133130,2-Jan,NV,328,FECAL,79.0,FECAL FLOAT (TO IDEXX LAB),2018-08-27,2018
V133130,2-Jan,NV,946,FDX,46.0,FECAL DX (IDEXX),2018-09-03,2018
V133130,2-Jan,NV,177,IL45139,167.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2018-09-03,2018
V133130,2-Jan,NV,488,FAAP,157.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2018-09-10,2018
V133130,2-Jan,NV,977,13867,76.0,IDEXX PHENOBARBITAL (1000),2018-09-17,2018
V133130,2-Jan,NV,389,1295,87.89,IDEXX URINALYSIS,2018-09-17,2018
V133130,2-Jan,NV,732,3231,57.96,FECAL O&P PRIMATE - IDEXX #320381,2018-09-17,2018
V133130,2-Jan,NV,821,1827,106.11,IDEXX TOTAL HEALTH + T4 #759999,2018-09-17,2018
V133130,2-Jan,NV,310,3231,55.96,FECAL O&P PRIMATE - IDEXX #320389,2018-10-08,2018
V133130,2-Jan,NV,236,IL75B,165.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-10-08,2018
V133130,2-Jan,NV,690,IL32159,185.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2018-10-08,2018
V133130,2-Jan,NV,324,IDX2,199.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-10-22,2018
V133130,2-Jan,NV,215,IDX2,199.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-10-22,2018
V133130,2-Jan,NV,459,1773,26.01,IDEXX CBC (PROCYTE) INHOUSE,2018-10-29,2018
V133130,2-Jan,NV,174,6240,157.0,SA IDEXX B12(2013),2018-11-05,2018
V133130,2-Jan,NV,835,3231,57.96,FECAL O&P PRIMATE - IDEXX #320438,2018-11-05,2018
V133130,2-Jan,NV,345,176140,36.0,IDEXX CATALYST LYTE 4,2018-11-12,2018
V133130,2-Jan,NV,688,IL32159,193.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2018-11-19,2018
V133130,2-Jan,NV,189,FECAL,79.0,FECAL FLOAT (TO IDEXX LAB),2018-11-19,2018
V133130,2-Jan,NV,466,75PCMET,253.0,PCMET IDEXX TOTAL BODY HEALTH (75),2018-11-19,2018
V133130,2-Jan,NV,553,31803,130.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2018-12-24,2018
V133130,2-Jan,NV,666,IL24483,256.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2018-12-31,2018
V133130,2-Jan,NV,544,27007,157.0,SENIOR PROFILE - IDEXX,2018-12-31,2018
V133130,2-Jan,NV,351,IL24483,257.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2018-12-31,2018
V133130,2-Jan,NV,917,2463,57.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2018-12-31,2018
V133130,2-Jan,NV,579,I381099,221.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2019-01-28,2019
V133130,2-Jan,NV,939,27007,167.0,SENIOR PROFILE - IDEXX,2019-01-28,2019
V133130,2-Jan,NV,289,1248,278.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2019-01-28,2019
V133130,2-Jan,NV,295,IDX105,54.81,IDEXX CBC,2019-02-04,2019
V133130,2-Jan,NV,532,FDX,53.0,FECAL DX (IDEXX),2019-02-04,2019
V133130,2-Jan,NV,482,GIAFF,76.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2019-02-04,2019
V133130,2-Jan,NV,817,IDX101,97.31,IDEXX CHEM 15,2019-02-11,2019
V133130,2-Jan,NV,521,T4,46.5,IDEXX T4,2019-02-18,2019
V133130,2-Jan,NV,498,6120,66.0,IDEXX - CHEM 10 RECHECK,2019-03-11,2019
V133130,2-Jan,NV,954,IL90999,277.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2019-03-18,2019
V133130,2-Jan,NV,750,13867,71.0,IDEXX PHENOBARBITAL (1000),2019-03-18,2019
V133130,2-Jan,NV,726,759999,198.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2019-04-01,2019
V133130,2-Jan,NV,251,490IDX,43.5,IDEXX HEARTWORM SNAP TEST,2019-04-01,2019
V133130,2-Jan,NV,674,GIAFF,79.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2019-04-15,2019
V133130,2-Jan,NV,125,ID804,128.0,IDEXX TOTAL T4,2019-04-22,2019
V133130,2-Jan,NV,376,IL5013,61.0,IDEXX FECAL DX OVA AND ANTIGEN,2019-04-29,2019
V133130,2-Jan,NV,970,IL24483,269.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2019-05-06,2019
V133130,2-Jan,NV,710,FECAL,72.0,FECAL FLOAT (TO IDEXX LAB),2019-05-06,2019
V133130,2-Jan,NV,527,ID75,325.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2019-05-06,2019
V133130,2-Jan,NV,879,IL3808,168.05,IDEXX COMP DIARRHEA PROFILE K9,2019-06-24,2019
V133130,2-Jan,NV,193,4DX,55.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2019-06-24,2019
V133130,2-Jan,NV,377,HF248,190.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-07-08,2019
V133130,2-Jan,NV,564,6240,161.0,SA IDEXX B12(2013),2019-07-15,2019
V133130,2-Jan,NV,344,IL75B,174.0,IDEXX TOTAL HEALTH PLUS BASIC**,2019-07-22,2019
V133130,2-Jan,NV,281,4871999,111.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2019-07-29,2019
V133130,2-Jan,NV,390,3231,52.96,FECAL O&P PRIMATE - IDEXX #320388,2019-07-29,2019
V133130,2-Jan,NV,321,IL5013,60.0,IDEXX FECAL DX OVA AND ANTIGEN,2019-08-12,2019
V133130,2-Jan,NV,351,IL22159,88.0,IDEXX PRE-OP PANEL/ADULT PANEL,2019-08-19,2019
V133130,2-Jan,NV,359,RX7244,63.0,4DX HEARTWORM - IDEXX,2019-08-19,2019
V133130,2-Jan,NV,283,GIAFF,76.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2019-09-16,2019
V133130,2-Jan,NV,822,PREAXBW,115.6,IDEXX PABW,2019-09-16,2019
V133130,2-Jan,NV,855,75PCMET,250.0,PCMET IDEXX TOTAL BODY HEALTH (75),2019-09-23,2019
V133130,2-Jan,NV,727,FDX,50.0,FECAL DX (IDEXX),2019-11-25,2019
V133130,2-Jan,NV,768,IDEXX5013L,48.75,IDEXX - FECAL DX - TO LAB,2019-12-02,2019
V133130,2-Jan,NV,235,48019999,275.0,FELINE PLUS (IDEXX),2019-12-09,2019
V133130,2-Jan,NV,318,24639,88.57,IDEXX FECAL DX PROFILE W GIARDIA,2019-12-09,2019
V133130,2-Jan,NV,919,1295,80.89,IDEXX URINALYSIS,2020-01-20,2020
V133130,2-Jan,NV,155,IL275,156.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2020-02-03,2020
V133130,2-Jan,NV,927,MM,122.5,IDEXX MEDICAL MONITORING PROFILE,2020-03-09,2020
V133130,2-Jan,NV,983,IL275,161.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2020-04-27,2020
V133130,2-Jan,NV,842,1248,287.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2020-05-25,2020
V133130,2-Jan,NV,374,I910,78.0,IDEXX URINALYSIS,2020-10-26,2020
V133130,2-Jan,NV,536,GIAFF,77.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2020-11-02,2020
V133130,2-Jan,NV,947,SA705,120.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2020-11-16,2020
V133130,2-Jan,NV,909,SA705,124.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2021-04-05,2021
V133130,2-Jan,NV,875,IL31829,128.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2021-04-12,2021
V133130,2-Jan,NV,224,IL22159,90.0,IDEXX PRE-OP PANEL/ADULT PANEL,2021-04-19,2021
V133130,2-Jan,NV,648,75PCMET,241.0,PCMET IDEXX TOTAL BODY HEALTH (75),2021-04-19,2021
V133130,2-Jan,NV,989,27013,73.0,CBC - IDEXX,2021-05-24,2021
V133130,2-Jan,NV,385,HF248,195.0,ZRADIOLOGY CONSULT (IDEXX) HF,2021-07-12,2021
V133130,2-Jan,NV,561,3231,61.96,FECAL O&P PRIMATE - IDEXX #320437,2021-08-02,2021
V133130,2-Jan,NV,742,IL5199,50.48,IDEXX FECAL DX ANTIGEN,2021-09-27,2021
V133130,2-Jan,NV,168,910,69.04,URINALYSIS ~ IDEXX,2021-10-04,2021
V133130,2-Jan,NV,321,IL9400,106.15,IDEXX URINALYSIS WITH UPC,2022-01-31,2022
V133130,2-Jan,NV,594,IL24483,274.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-02-21,2022
V133130,2-Jan,NV,118,RX7244,63.0,4DX HEARTWORM - IDEXX,2022-04-04,2022
V133130,2-Jan,NV,116,IL24483,268.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-04-04,2022
V133130,2-Jan,NV,761,IDX105,55.81,IDEXX CBC,2022-04-04,2022
V133130,2-Jan,NV,827,3231,57.96,FECAL O&P PRIMATE - IDEXX #320389,2022-11-28,2022
V133130,2-Jan,NV,316,ID75,310.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2022-12-12,2022
V133130,2-Jan,NV,904,1773,33.01,IDEXX CBC (PROCYTE) INHOUSE,2022-12-19,2022
V133130,2-Jan,NV,950,FDX,45.0,FECAL DX (IDEXX),2022-12-26,2022
V133130,2-Jan,NV,707,6120,70.0,IDEXX - CHEM 10 RECHECK,2023-05-15,2023
V133130,2-Jan,NV,147,ID804,128.0,IDEXX TOTAL T4,2023-06-05,2023
V133130,2-Jan,NV,955,RX7244,66.0,4DX HEARTWORM - IDEXX,2023-07-17,2023
V133130,2-Jan,NV,766,1248,295.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2023-08-07,2023
V133130,2-Jan,NV,237,FECAL,77.0,FECAL FLOAT (TO IDEXX LAB),2023-11-06,2023
V135756,3-Jan,WA,692,I910,75.0,IDEXX URINALYSIS,2017-01-02,2017
V135756,3-Jan,WA,507,ID804,120.0,IDEXX TOTAL T4,2017-01-02,2017
V135756,3-Jan,WA,267,IDX101,92.31,IDEXX CHEM 15,2017-01-09,2017
V135756,3-Jan,WA,814,IR501,49.0,IDEXX FECAL O&P,2017-01-16,2017
V135756,3-Jan,WA,406,GIAFF,79.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2017-01-30,2017
V135756,3-Jan,WA,369,ID804,131.0,IDEXX TOTAL T4,2017-01-30,2017
V135756,3-Jan,WA,884,IDX105,58.81,IDEXX CBC,2017-01-30,2017
V135756,3-Jan,WA,271,776,125.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-01-30,2017
V135756,3-Jan,WA,882,3231,60.96,FECAL O&P PRIMATE - IDEXX #320389,2017-02-06,2017
V135756,3-Jan,WA,995,2463,61.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-02-13,2017
V135756,3-Jan,WA,451,IL31829,135.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-02-20,2017
V135756,3-Jan,WA,936,HW,61.0,IDEXX - HEARTWORM SNAP,2017-02-20,2017
V135756,3-Jan,WA,732,3231,53.96,FECAL O&P PRIMATE - IDEXX #320388,2017-02-20,2017
V135756,3-Jan,WA,530,31803,125.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-03-13,2017
V135756,3-Jan,WA,776,IL31829,97.92,IDEXX K9 COMP PARASITE SCREEN,2017-03-13,2017
V135756,3-Jan,WA,243,HF248,193.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-04-03,2017
V135756,3-Jan,WA,212,IL32159,192.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-04-10,2017
V135756,3-Jan,WA,681,IL75B,172.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-05-01,2017
V135756,3-Jan,WA,591,IL32159,192.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-05-15,2017
V135756,3-Jan,WA,817,SA705,124.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2017-05-15,2017
V135756,3-Jan,WA,279,27007,169.0,SENIOR PROFILE - IDEXX,2017-05-15,2017
V135756,3-Jan,WA,203,3231,58.96,FECAL O&P PRIMATE - IDEXX #320388,2017-05-22,2017
V135756,3-Jan,WA,415,4DX,64.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2017-05-22,2017
V135756,3-Jan,WA,915,IL22159,88.0,IDEXX PRE-OP PANEL/ADULT PANEL,2017-05-29,2017
V135756,3-Jan,WA,422,FDX,45.0,FECAL DX (IDEXX),2017-06-05,2017
V135756,3-Jan,WA,985,FECA,39.0,FECAL PANEL TO IDEXX,2017-06-12,2017
V135756,3-Jan,WA,513,776,125.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-06-19,2017
V135756,3-Jan,WA,795,42739999,448.7,IDEXX CANINE BLOODWORK PACKAGE,2017-06-19,2017
V135756,3-Jan,WA,570,IL7244,51.47,IDEXX LAB 4DX PLUS TEST - CANINE,2017-06-26,2017
V135756,3-Jan,WA,918,42739999,436.7,IDEXX CANINE BLOODWORK PACKAGE,2017-07-03,2017
V135756,3-Jan,WA,414,27007,168.0,SENIOR PROFILE - IDEXX,2017-07-10,2017
V135756,3-Jan,WA,281,1827,107.11,IDEXX TOTAL HEALTH + T4 #759999,2017-07-10,2017
V135756,3-Jan,WA,796,2463,62.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-07-10,2017
V135756,3-Jan,WA,553,IL31829,99.92,IDEXX K9 COMP PARASITE SCREEN,2017-07-17,2017
V135756,3-Jan,WA,855,IL24483,259.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-07-17,2017
V135756,3-Jan,WA,210,1295,86.89,IDEXX URINALYSIS,2017-07-17,2017
V135756,3-Jan,WA,524,27013,79.0,CBC - IDEXX,2017-08-07,2017
V135756,3-Jan,WA,521,490IDX,40.5,IDEXX HEARTWORM SNAP TEST,2017-08-21,2017
V135756,3-Jan,WA,880,IL32159,192.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-09-25,2017
V135756,3-Jan,WA,645,I910,77.0,IDEXX URINALYSIS,2017-09-25,2017
V135756,3-Jan,WA,517,IL275,153.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-10-02,2017
V135756,3-Jan,WA,587,ID75,320.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-10-09,2017
V135756,3-Jan,WA,520,URINE,69.5,URINALYSIS IN HOUSE - IDEXX,2017-10-09,2017
V135756,3-Jan,WA,799,IL32159,194.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-10-23,2017
V135756,3-Jan,WA,133,RX7244,65.0,4DX HEARTWORM - IDEXX,2017-12-04,2017
V135756,3-Jan,WA,559,FDX,51.0,FECAL DX (IDEXX),2017-12-11,2017
V135756,3-Jan,WA,471,IL5010,48.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-12-18,2017
V135756,3-Jan,WA,456,3231,58.96,FECAL O&P PRIMATE - IDEXX #320381,2018-01-15,2018
V135756,3-Jan,WA,355,IL7244,50.47,IDEXX LAB 4DX PLUS TEST - CANINE,2018-01-22,2018
V135756,3-Jan,WA,199,IL9461,136.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-01-22,2018
V135756,3-Jan,WA,723,IL22159,86.0,IDEXX PRE-OP PANEL/ADULT PANEL,2018-02-05,2018
V135756,3-Jan,WA,864,IDX2,204.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-02-19,2018
V135756,3-Jan,WA,986,I910,76.0,IDEXX URINALYSIS,2018-03-19,2018
V135756,3-Jan,WA,853,3231,59.96,FECAL O&P PRIMATE - IDEXX #320388,2018-03-26,2018
V135756,3-Jan,WA,198,31803,133.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2018-04-02,2018
V135756,3-Jan,WA,291,IL501,59.0,IDEXX OVA AND PARASITES (FECAL),2018-04-02,2018
V135756,3-Jan,WA,489,6240,155.0,SA IDEXX B12(2013),2018-04-30,2018
V135756,3-Jan,WA,383,IL90999,267.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2018-05-07,2018
V135756,3-Jan,WA,888,PREAXBW,115.6,IDEXX PABW,2018-05-14,2018
V135756,3-Jan,WA,816,T4,49.5,IDEXX T4,2018-06-11,2018
V135756,3-Jan,WA,425,3231,56.96,FECAL O&P PRIMATE - IDEXX #320381,2018-06-25,2018
V135756,3-Jan,WA,761,RX7244,65.0,4DX HEARTWORM - IDEXX,2018-07-16,2018
V135756,3-Jan,WA,814,HW,64.0,IDEXX - HEARTWORM SNAP,2018-07-16,2018
V135756,3-Jan,WA,258,IL32159,182.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2018-07-23,2018
V135756,3-Jan,WA,152,FDX,53.0,FECAL DX (IDEXX),2018-07-30,2018
V135756,3-Jan,WA,172,IDX2,198.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-07-30,2018
V135756,3-Jan,WA,330,6120,68.0,IDEXX - CHEM 10 RECHECK,2018-07-30,2018
V135756,3-Jan,WA,718,IL8041,117.72,IDEXX T4 FOLLOW-UP,2018-08-13,2018
V135756,3-Jan,WA,904,FAAP,164.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2018-08-13,2018
V135756,3-Jan,WA,954,IL8041,121.72,IDEXX T4 FOLLOW-UP,2018-09-03,2018
V135756,3-Jan,WA,198,FDX,54.0,FECAL DX (IDEXX),2018-09-10,2018
V135756,3-Jan,WA,336,6240,155.0,SA IDEXX B12(2013),2018-09-17,2018
V135756,3-Jan,WA,510,27013,78.0,CBC - IDEXX,2018-09-24,2018
V135756,3-Jan,WA,750,13867,73.0,IDEXX PHENOBARBITAL (1000),2018-09-24,2018
V135756,3-Jan,WA,867,4DX,59.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2018-09-24,2018
V135756,3-Jan,WA,239,FECALDX,83.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2018-10-08,2018
V135756,3-Jan,WA,338,759999,194.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2018-10-08,2018
V135756,3-Jan,WA,375,IL5199,49.48,IDEXX FECAL DX ANTIGEN,2018-10-15,2018
V135756,3-Jan,WA,649,FAAP,161.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2018-11-05,2018
V135756,3-Jan,WA,475,3231,53.96,FECAL O&P PRIMATE - IDEXX #320437,2018-11-19,2018
V135756,3-Jan,WA,761,1295,88.89,IDEXX URINALYSIS,2018-12-24,2018
V135756,3-Jan,WA,850,48019999,263.0,FELINE PLUS (IDEXX),2018-12-31,2018
V135756,3-Jan,WA,293,IL31829,103.92,IDEXX K9 COMP PARASITE SCREEN,2019-01-07,2019
V135756,3-Jan,WA,925,FECAL,71.0,FECAL FLOAT (TO IDEXX LAB),2019-02-04,2019
V135756,3-Jan,WA,552,ID75,327.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2019-02-04,2019
V135756,3-Jan,WA,513,IL275,159.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2019-02-25,2019
V135756,3-Jan,WA,958,FDX,48.0,FECAL DX (IDEXX),2019-03-11,2019
V135756,3-Jan,WA,316,RX7244,71.0,4DX HEARTWORM - IDEXX,2019-05-13,2019
V135756,3-Jan,WA,339,IDX101,96.31,IDEXX CHEM 15,2019-05-13,2019
V135756,3-Jan,WA,200,HF248,197.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-06-24,2019
V135756,3-Jan,WA,291,T4,49.5,IDEXX T4,2019-07-15,2019
V135756,3-Jan,WA,708,IL22159,89.0,IDEXX PRE-OP PANEL/ADULT PANEL,2019-10-07,2019
V135756,3-Jan,WA,275,IL7244,51.47,IDEXX LAB 4DX PLUS TEST - CANINE,2019-12-30,2019
V135756,3-Jan,WA,785,FAAP,159.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2020-01-06,2020
V135756,3-Jan,WA,746,FDX,51.0,FECAL DX (IDEXX),2020-01-27,2020
V135756,3-Jan,WA,635,24639,85.57,IDEXX FECAL DX PROFILE W GIARDIA,2020-01-27,2020
V135756,3-Jan,WA,169,75PCMET,261.0,PCMET IDEXX TOTAL BODY HEALTH (75),2020-02-10,2020
V135756,3-Jan,WA,783,27007,164.0,SENIOR PROFILE - IDEXX,2020-02-17,2020
V135756,3-Jan,WA,568,1827,109.11,IDEXX TOTAL HEALTH + T4 #759999,2020-05-11,2020
V135756,3-Jan,WA,966,27013,74.0,CBC - IDEXX,2020-05-11,2020
V135756,3-Jan,WA,265,PREAXBW,110.6,IDEXX PABW,2020-10-05,2020
V135756,3-Jan,WA,737,MM,125.5,IDEXX MEDICAL MONITORING PROFILE,2020-10-05,2020
V135756,3-Jan,WA,184,IL5199,50.48,IDEXX FECAL DX ANTIGEN,2020-10-12,2020
V135756,3-Jan,WA,351,IL31829,99.92,IDEXX K9 COMP PARASITE SCREEN,2020-11-16,2020
V135756,3-Jan,WA,833,75PCMET,248.0,PCMET IDEXX TOTAL BODY HEALTH (75),2020-11-30,2020
V135756,3-Jan,WA,565,64275,60.8,FECAL O&P DX PP IDEXX #5013,2020-12-14,2020
V135756,3-Jan,WA,107,3231,59.96,FECAL O&P PRIMATE - IDEXX #320438,2020-12-28,2020
V135756,3-Jan,WA,571,75PCMET,253.0,PCMET IDEXX TOTAL BODY HEALTH (75),2021-03-08,2021
V135756,3-Jan,WA,859,IDX2,213.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2021-03-15,2021
V135756,3-Jan,WA,612,T4,44.5,IDEXX T4,2021-04-12,2021
V135756,3-Jan,WA,737,3231,52.96,FECAL O&P PRIMATE - IDEXX #320388,2021-07-05,2021
V135756,3-Jan,WA,648,IL5199,49.48,IDEXX FECAL DX ANTIGEN,2021-08-02,2021
V135756,3-Jan,WA,344,IL32159,182.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2021-08-23,2021
V135756,3-Jan,WA,845,FDX,53.0,FECAL DX (IDEXX),2021-10-04,2021
V135756,3-Jan,WA,988,IL31829,125.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2021-10-11,2021
V135756,3-Jan,WA,481,T4,48.5,IDEXX T4,2021-10-18,2021
V135756,3-Jan,WA,316,IDX101,88.31,IDEXX CHEM 15,2021-11-15,2021
V135756,3-Jan,WA,628,FECAL,78.0,FECAL FLOAT (TO IDEXX LAB),2022-02-07,2022
V135756,3-Jan,WA,424,IL275,154.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2022-02-14,2022
V135756,3-Jan,WA,963,31803,129.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2022-02-21,2022
V135756,3-Jan,WA,282,IL7244,54.47,IDEXX LAB 4DX PLUS TEST - CANINE,2022-03-21,2022
V135756,3-Jan,WA,430,RX7244,68.0,4DX HEARTWORM - IDEXX,2022-04-11,2022
V135756,3-Jan,WA,908,IL3808,167.05,IDEXX COMP DIARRHEA PROFILE K9,2022-04-25,2022
V135756,3-Jan,WA,732,FDX,52.0,FECAL DX (IDEXX),2022-05-02,2022
V135756,3-Jan,WA,959,I7723,43.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2022-05-16,2022
