companyid,locationid,patientid,clientid,breed,species,age
V123289,1-Jan,217,400,SPHYNX,FELINE,9
V123289,1-Jan,705,403,DOMESTIC LONGHAIR,FELINE,14
V123289,1-Jan,710,127,DOMESTIC SHORTHAIR,FELINE,6
V123289,1-Jan,371,438,AFFENPINSCHER,CANINE,24
V123289,1-Jan,248,447,MIX  GERMAN SHEPHERD,CANINE,11
V123289,1-Jan,534,421,OTHER BREED,G. PIG,21
V123289,1-Jan,315,208,SHIH TZU-MIX,CANINE,21
V123289,1-Jan,957,134,RETRIEVER/LAB/MIX,CANINE,17
V123289,1-Jan,745,398,POODLE,CANINE,9
V123289,1-Jan,425,267,SIBERIAN HUSKY,DOG,15
V123289,1-Jan,793,440,OTHER,EQUINE,19
V123289,1-Jan,639,466,LABRADOR RETRIEVER,CANINE,10
V123289,1-Jan,667,439,DOMESTIC MEDIUM-HAIRED,FELINE,17
V123289,1-Jan,743,116,DOMESTIC SHORTHAIR,CAT,16
V123289,1-Jan,622,308,SPANIELKING CHARLES(CAVELIER),CANINE,23
V123289,1-Jan,763,359,CHIHUAHUA,DOG,19
V123289,1-Jan,691,326,TERRIER  YORKSHIRE,CANINE,16
V123289,1-Jan,991,130,SIBERIAN HUSKY,CANINE,12
V123289,1-Jan,735,147,SHIH TZU MIX,CANINE,19
V123289,1-Jan,515,469,POODLE,CANINE,20
V123289,1-Jan,134,437,DOMESTIC SHORTHAIR,FELINE,14
V123289,1-Jan,420,472,DSH,FELINE,18
V123289,1-Jan,988,198,SHIH TZU,CANINE,17
V123289,1-Jan,197,383,OTHER SPECIES,OTHER SPECIES,2
V123289,1-Jan,895,234,TERRIER  JACK RUSSELL,CANINE,15
V123289,1-Jan,226,387,MINIATURE SCHNAUZER,CANINE,18
V123289,1-Jan,377,498,DOMESTIC SHORTHAIR,FELINE,23
V123289,1-Jan,606,350,MIXED,DOG,17
V123289,1-Jan,110,183,DOMESTIC SHORTHAIR,FELINE,1
V123289,1-Jan,201,395,DACHSHUND,CANINE,14
V123289,1-Jan,651,374,SHIH TZU,CANINE,12
V123289,1-Jan,143,465,LABRADOR RETRIEVER,CANINE,19
V123289,1-Jan,383,210,DACHSHUND,CANINE,18
V123289,1-Jan,347,230,QH - QUARTER HORSE,EQUINE,15
V123289,1-Jan,894,440,SPANIEL  KING CHAS.,CANINE,21
V123289,1-Jan,566,332,GOLDEN DOODLE,CANINE,6
V123289,1-Jan,598,192,QUARTER HORSE  AMERICAN,EQUINE,12
V123289,1-Jan,870,431,D.L.H.,FELINE,20
V123289,1-Jan,784,234,DOMESTIC SHORTHAIR,FELINE,16
V123289,1-Jan,603,115,RIDGEBACK  RHODESIAN,CANINE,13
V123289,1-Jan,522,229,SHIH TZU,CANINE,13
V123289,1-Jan,958,189,POODLE/MINIATURE,CANINE,16
V123289,1-Jan,557,336,OTHER BREED,OTHER SMALL,8
V123289,1-Jan,936,248,OTHER BREED,FELINE,16
V123289,1-Jan,586,285,LABRADOODLE,DOG,1
V123289,1-Jan,490,450,SPANIEL CAVALIER KING CHARLES,CANINE,4
V123289,1-Jan,460,336,LABRADOR RETRIEVER,DOG,11
V123289,1-Jan,904,191,DOMESTIC MEDIUMHAIR,FELINE,16
V123289,1-Jan,758,322,SIAMESE,FELINE,15
V123289,1-Jan,806,391,RETRIEVER/LAB/MIX,CANINE,14
V123289,1-Jan,920,262,CHOW CHOW MIX,CANINE,19
V123289,1-Jan,349,162,DLH,FELINE,22
V123289,1-Jan,101,497,PITBULL,CANINE,18
V123289,1-Jan,284,106,PIT BULL MIX,CANINE,13
V123289,1-Jan,860,306,CHIHUAHUA,CANINE,23
V123289,1-Jan,520,319,MALTESE,CANINE,19
V123289,1-Jan,635,382,JACK RUSSELL/COLLIE,CANINE,18
V123289,1-Jan,513,406,RAT TERRIER,CANINE,18
V123289,1-Jan,225,256,TERRIER,CANINE,6
V123289,1-Jan,925,294,CHIHUAHUA,CANINE,23
V123289,1-Jan,211,141,OTHER,EQUINE,19
V123289,1-Jan,617,251,DOMESTIC SHORTHAIR,FELINE,17
V123289,1-Jan,457,238,COCKER MIX,CANINE,8
V123289,1-Jan,730,237,LABRADOR RETRIEVER,CANINE,21
V123289,1-Jan,214,384,GOLDEN RETRIEVER,CANINE,8
V123289,1-Jan,249,449,BEAGLE,CANINE,18
V123289,1-Jan,591,341,BORDER COLLIE,CANINE,16
V123289,1-Jan,254,485,MINI LOP,RABBIT,14
V123289,1-Jan,275,245,LABRADOODLE,CANINE,11
V123289,1-Jan,454,143,BOXER,CANINE,18
V123289,1-Jan,207,447,PIT BULL TERRIER,DOG,14
V123289,1-Jan,613,248,ASHEPX,CANINE,23
V123289,1-Jan,135,104,PITBULL,CANINE,7
V123289,1-Jan,142,159,MIX LAB. RETRIEVER,CANINE,21
V123289,1-Jan,486,340,DACHSHUND MIX,CANINE,14
V123289,1-Jan,657,340,DOMESTIC SHORTHAIRED CAT,FELINE,10
V123289,1-Jan,130,304,MIXED,CANINE,16
V123289,1-Jan,109,465,RETRIEVER/LAB/MIX,CANINE,17
V123289,1-Jan,184,320,MIXED BREED,CANINE,8
V123289,1-Jan,949,484,GERMAN SHEPHERD,CANINE,17
V123289,1-Jan,158,213,SHEPHERD  GERMAN,CANINE,7
V123289,1-Jan,822,438,DOMESTIC LONGHAIR,FELINE,4
V123289,1-Jan,300,185,MIXED,CANINE,19
V123289,1-Jan,541,175,LAB,CANINE,23
V123289,1-Jan,117,487,DSH,FELINE,13
V123289,1-Jan,863,251,GERMAN SHORTHAIRED POINTER,CANINE,12
V123289,1-Jan,578,477,SCHNAUZER MINIATURE,CANINE,19
V123289,1-Jan,871,316,ROTTWEILER MIX,CANINE,15
V123289,1-Jan,108,238,PITBULL,CANINE,15
V123289,1-Jan,176,273,RETRIEVER  LABRADOR,CANINE,4
V123289,1-Jan,964,304,BOXER,CANINE,8
V123289,1-Jan,536,271,BOXER,CANINE,10
V123289,1-Jan,104,294,BORDER COLLIE,CANINE,16
V123289,1-Jan,979,297,GOLDEN RETREIVER,CANINE,13
V123289,1-Jan,264,378,COCKER MIX,CANINE,8
V123289,1-Jan,999,307,COCKAPOO,CANINE,23
V123289,1-Jan,359,344,COLLIE,CANINE,20
V123289,1-Jan,324,175,MALTESE MIX,CANINE,19
V123289,1-Jan,145,325,RETRIEVER GOLDEN,CANINE,19
V123289,1-Jan,896,144,STANDARD POODLE,CANINE,16
V123289,1-Jan,202,315,COLLIE BORDR,CANINE,19
V123289,1-Jan,191,152,DOMESTIC SHORT HAIR,FELINE,16
V123289,1-Jan,592,287,SHORTHAIR DOMESTIC,FELINE,23
V123289,1-Jan,779,129,SCHNAUZER  MINIATURE,CANINE,17
V123289,1-Jan,673,393,UNKNOWN,UNKNOWN,17
V123289,1-Jan,829,103,RETRIEVER  LABRADOR,CANINE,3
V123289,1-Jan,160,112,LAB MIX,CANINE,4
V123289,1-Jan,167,477,SCOTTISH TERRIER,CANINE,19
V123289,1-Jan,279,338,SHEPHERD MIX,CANINE,15
V123289,1-Jan,433,130,DOM. LONG HAIR,FELINE,21
V123289,1-Jan,186,324,CHIHUAHUA,CANINE,20
V123289,1-Jan,724,295,DOMESTIC SHORT HAIR,FELINE,13
V123289,1-Jan,912,297,CHIHUAHUA,CANINE,20
V123289,1-Jan,683,110,DOMESTIC SHORT HAIR,FELINE,19
V123289,1-Jan,238,331,GERMAN SHEPHERD,CANINE,22
V123289,1-Jan,165,185,POODLE,CANINE,14
V123289,1-Jan,766,346,GERMAN SHEPHERD,CANINE,15
V123289,1-Jan,475,208,DOMESTIC SHORTHAIR,FELINE,5
V123289,1-Jan,736,120,CHIHUAHUA,CANINE,18
V123289,1-Jan,760,250,LABRADOR RETRIEVER,CANINE,22
V123289,1-Jan,716,288,CANARY,AVIAN,12
V123289,1-Jan,713,474,RETRIEVER-LABRADOR,CANINE,18
V123289,1-Jan,631,213,BOSTON TERRIER,CANINE,12
V123289,1-Jan,354,451,CHIHUAHUA,CANINE,5
V123289,1-Jan,658,354,DACHSHUND/SHORT-HAIR,CANINE,19
V123289,1-Jan,881,291,PITBULL,CANINE,17
V123289,1-Jan,884,182,SPANIEL COCKER,CANINE,15
V123289,1-Jan,751,272,NEWFOUNDLAND MIX,CANINE,14
V123289,1-Jan,714,343,SHORTHAIR  DOMESTIC,FELINE,12
V123289,1-Jan,747,180,GREAT DANE,CANINE,4
V123289,1-Jan,474,332,MIXED,CANINE,2
V123289,1-Jan,974,401,DOMESTIC SHORT HAIR,FELINE,23
V123289,1-Jan,593,292,DOMESTIC LONG HAIR,FELINE,21
V123289,1-Jan,976,150,MIXED BREED,CANINE,15
V123289,1-Jan,926,283,LABRADOR RETRIEVER,CANINE,6
V123289,1-Jan,885,387,LABRADOR RETRIEVER,CANINE,14
V123289,1-Jan,963,133,BOXER,CANINE,11
V123289,1-Jan,164,359,SCOTTISH TERRIER,CANINE,19
V123289,1-Jan,903,169,CAVAL KC SPANIEL,CANINE,22
V123289,1-Jan,204,447,DOMESTIC SHORTHAIR,FELINE,15
V123289,1-Jan,985,436,DOMESTIC SHORTHAIR,FELINE,15
V123289,1-Jan,753,407,AMERICAN SHORTHAIR,FELINE,13
V123289,1-Jan,761,343,SHIH-TZU,CANINE,19
V123289,1-Jan,192,438,BALINESE,FELINE,12
V123289,1-Jan,727,281,RETRIEVER-GOLDEN,CANINE,23
V123289,1-Jan,129,301, LHASA,CANINE,24
V123289,1-Jan,869,171,RATTERRIER,CANINE,24
V123289,1-Jan,717,226,PITBULL MIX,CANINE,18
V123289,1-Jan,778,220,SHEPHERD GERMAN,CANINE,3
V123289,1-Jan,785,159,MIXED,CANINE,12
V123289,1-Jan,210,486,LABRADOR RETRIEVER,CANINE,20
V123289,1-Jan,594,256,DSH,FELINE,12
V123289,1-Jan,296,427,DLH,FELINE,18
V123289,1-Jan,282,315,MIXED,CANINE,18
V123289,1-Jan,166,234,SHIBA INU,CANINE,12
V123289,1-Jan,847,178,DOMESTIC MEDIUM-HAIRED,FELINE,14
V123289,1-Jan,898,465,DACHSHUND SMOOTH,CANINE,9
V123289,1-Jan,235,240,ENGLISH BULL DOG,CANINE,14
V123289,1-Jan,576,463,BICHON FRISE,CANINE,12
V123289,1-Jan,623,370,DSH,FELINE,14
V123289,1-Jan,917,323,RETRIEVER GOLD.  MIX,CANINE,22
V123289,1-Jan,333,364,DOMESTIC SHORTHAIR,FELINE,3
V123289,1-Jan,990,136,DOMESTIC SHORTHAIR,FELINE,10
V123289,1-Jan,703,107,BULLDOG  AMERICAN,CANINE,6
V123289,1-Jan,624,109,QUARTER HORSE  AMERICAN,EQUINE,24
V123289,1-Jan,563,478,GERMAN SHEPHERD,CANINE,6
V123289,1-Jan,950,208,POMERANIAN,CANINE,9
V123289,1-Jan,744,173,REX  MINI,RABBIT,11
V123289,1-Jan,361,161,POODLE  TOY,CANINE,14
V123289,1-Jan,864,233,TERRIER RAT,CANINE,22
V123289,1-Jan,159,134,AMERICAN QUARTER HORSE,EQUINE,17
V123289,1-Jan,523,148,SHORTHAIR  DOMESTIC,FELINE,16
V123289,1-Jan,919,287,FRENCH BULLDOG,CANINE,11
V123289,1-Jan,899,250,PIT BULL TERRIER,CANINE,15
V123289,1-Jan,345,354,AMERICAN QUARTER HORSE,EQUINE,19
V123289,1-Jan,859,132, JACK RUSSELL TERRIER X POODLE,CANINE,15
V123289,1-Jan,812,191,BICHON FRISE,CANINE,16
V123289,1-Jan,116,315,MASTIFF,CANINE,19
V123289,1-Jan,402,431,POMERANIAN,CANINE,16
V123289,1-Jan,565,324,SAINT BERNARD X COLLIE,CANINE,7
V123289,1-Jan,418,338,RETRIEVER-LABRADOR,CANINE,22
V123289,1-Jan,364,275,THOROUGHBRED,EQUINE,24
V123289,1-Jan,548,479,DOMESTIC SHORTHAIR,FELINE,6
V123289,1-Jan,154,384,SHEPHERD MIX,CANINE,24
V123289,1-Jan,558,268,DOMESTIC SHORTHAIR,FELINE,16
V123289,1-Jan,969,401,COCKAPOO,CANINE,20
V123289,1-Jan,742,431,SHEPHERD MIX,CANINE,15
V123289,1-Jan,463,228,SHIH TZU MIX,CANINE,12
V123289,1-Jan,498,139,SHORTHAIR  DOMESTIC,FELINE,6
V123289,1-Jan,518,136,RAT TERRIER,CANINE,6
V123289,1-Jan,960,237, BOXER,CANINE,20
V123289,1-Jan,955,493,TERRIER WEST HIGHLAND WHITE,DOG,20
V123289,1-Jan,415,140,DOMESTIC SHORTHAIR,FELINE,8
V123289,1-Jan,992,371,COLLIE  BORDER,CANINE,17
V123289,1-Jan,169,456,LABRADOR RETRIEVER MIX,CANINE,13
V123289,1-Jan,241,178,BEAGLE,CANINE,22
V123289,1-Jan,306,215,MIXED,CANINE,21
V123289,1-Jan,978,294,SPANIEL  CAVALIER KING CHARLES,CANINE,10
V123289,1-Jan,993,157,MEDIUMHAIR  DOMESTIC,FELINE,21
V123289,1-Jan,826,262,SIAMESE MIX,FELINE,12
V123289,1-Jan,771,426,BEAGLE MIX,CANINE,16
V123289,1-Jan,587,317,BUDGIE,AVIAN,24
V123289,1-Jan,567,258,MIXED,CANINE,24
V123289,1-Jan,731,220,POODLE MINIATURE,CANINE,17
V123289,1-Jan,549,344,DSH (DOMESTIC SHORT-HAIR),FELINE,23
V123289,1-Jan,329,362,B10,CAT,20
V123289,1-Jan,274,176,YORKSHIRE TERRIER,CANINE,6
V123289,1-Jan,722,310,CHOW,CANINE,7
V123289,1-Jan,547,181,GOLDEN RETRIEVER,CANINE,20
V123289,1-Jan,287,210,BULLDOG ENGLISH,CANINE,6
V123289,1-Jan,139,223,RETRIEVER  LABRADOR,CANINE,24
V123289,1-Jan,944,140,DOMESTIC SHORTHAIR,FELINE,11
V123289,1-Jan,208,344,SHORTHAIR DOMESTIC,FELINE,3
V123289,1-Jan,391,149,PIT BULL TERRIER,CANINE,18
V123289,1-Jan,325,463,SHORTHAIR  DOMESTIC,FELINE,18
V123289,1-Jan,278,126,RETRIEVER MIXED,CANINE,12
V123289,1-Jan,355,280,MALTESE MIX,CANINE,9
V123289,1-Jan,389,226,DSH,FELINE,2
V123289,1-Jan,756,307,MIX  LAB. RETRIEVER,CANINE,23
V123289,1-Jan,655,101,RETRIEVER LABRADOR,CANINE,23
V123289,1-Jan,126,158,LABRADOR RETRIEVER,CANINE,18
V123289,1-Jan,446,209,MIX  PIT BULL,CANINE,12
V123289,1-Jan,818,201,CALICO,FELINE,24
V123289,1-Jan,782,459,RETRIEVER/LAB/MIX,CANINE,14
V123289,1-Jan,189,251,CUR MIX,CANINE,8
V123289,1-Jan,982,370,COONHOUND MIX,DOG,19
V123289,1-Jan,370,160,DOMESTIC SHORTHAIR,FELINE,15
V123289,1-Jan,386,318,ENGLISH BULLDOG,DOG,12
V123289,1-Jan,737,271,ANGLO ARAB,EQUINE,17
V123289,1-Jan,321,207,OTHER CANINE,CANINE,13
V123289,1-Jan,853,320,TERRIER  RAT,CANINE,18
V123289,1-Jan,729,332,DOMESTIC SHORTHAIR,FELINE,15
V123289,1-Jan,851,218,QUEENSLAND BLUE HEELER,CANINE,12
V123289,1-Jan,484,152,BOXER,CANINE,21
V123289,1-Jan,994,307, DSH,FELINE,24
V123289,1-Jan,962,444,SPANIEL  COCKER,CANINE,13
V123289,1-Jan,839,172,DSH,FELINE,24
V123289,1-Jan,647,218,GERMAN SHEPHERD,CANINE,18
V123289,1-Jan,545,154,PEKINGNESE,CANINE,24
V123289,1-Jan,644,343,LABRADOR RETRIEVER,CANINE,23
V123289,1-Jan,738,491,DOMESTIC LONGHAIR,FELINE,23
V123289,1-Jan,379,373,DACHSHUND,CANINE,18
V123289,1-Jan,478,263,POMERANIAN,CANINE,10
V123289,1-Jan,945,440,RABBIT LIONHEAD,RABBIT,5
V123289,1-Jan,844,322,CHIHUAHUA MIX,CANINE,7
V123289,1-Jan,892,268,DOMESTIC SHORT HAIR,FELINE,17
V123289,1-Jan,292,429,WARMBLOOD,EQUINE,22
V123289,1-Jan,335,324,DOMESTIC SHORTHAIR,FELINE,9
V123289,1-Jan,390,109,RAT TERRIER,DOG,14
V123289,1-Jan,193,272,BLOODHOUND,CANINE,7
V123289,1-Jan,965,209,CHIHUAHUA,CANINE,20
V123289,1-Jan,508,468,DOMESTIC SHORTHAIR,FELINE,13
V123289,1-Jan,449,497,D.L.H.,FELINE,10
V123289,1-Jan,291,133,MIXED,CANINE,21
V123289,1-Jan,883,164,DOMESTIC SHORTHAIR,FELINE,9
V123289,1-Jan,909,139,AUSTRALIAN SHEPHERD,DOG,22
V123289,1-Jan,659,315,RETRIEVER-LABRADOR,CANINE,22
V123289,1-Jan,473,442,DOMESTIC SHORT HAIR,FELINE,23
V123289,1-Jan,504,135,POMERANIAN,CANINE,12
V123289,1-Jan,423,207,SPANIEL  COCKER,CANINE,17
V123289,1-Jan,414,167,PERSIAN,FELINE,8
V123289,1-Jan,258,366,THOROUGHBRED,EQUINE,13
V123289,1-Jan,387,138,POMERANIAN MIX,CANINE,23
V123289,1-Jan,808,362,MEDIUMHAIR  DOMESTIC,FELINE,19
V123289,1-Jan,573,132,SHORTHAIR DOMESTIC,FELINE,4
V123289,1-Jan,378,409,DOMESTIC MEDIUM HAIR,FELINE,21
V123289,1-Jan,196,325,DSH,FELINE,21
V123289,1-Jan,817,164,BENGAL,FELINE,18
V123289,1-Jan,314,471,DACHSHUND MINIATURE,DOG,15
V123289,1-Jan,281,407,DOBERMAN PINSCHER,CANINE,18
V123289,1-Jan,971,359,LABRADOR RETRIEVER,CANINE,11
V123289,1-Jan,301,203,POMERANIAN,CANINE,18
V123289,1-Jan,447,495,DOMESTIC SHORTHAIRR,FELINE,21
V123289,1-Jan,426,151,QUAKER PARAKEET,AVIAN,23
V123289,1-Jan,100,331,02_B1,FELINE,21
V123289,1-Jan,857,194,CHIHUAHUA,CANINE,8
V123289,1-Jan,427,450,PUG CHINESE,CANINE,23
V123289,1-Jan,450,214,COTON DE TULEAR,CANINE,13
V123289,1-Jan,461,289,PITBULL,CANINE,9
V123289,1-Jan,286,115,DOMESTIC SHORT HAIR,FELINE,21
V123289,1-Jan,434,179,LAB,CANINE,13
V123289,1-Jan,612,217,MIXED BREED DOG,CANINE,22
V123289,1-Jan,179,388,AMAZON,AVIAN,21
V123289,1-Jan,708,242,POODLE (STANDARD),CANINE,15
V123289,1-Jan,668,411,DOMESTIC LONGHAIR,FELINE,22
V123289,1-Jan,880,139,DSH,FELINE,15
V123289,1-Jan,890,366,SCHNAUZER,CANINE,15
V123289,1-Jan,823,228,RETRIEVER  LABRADOR,CANINE,22
V123289,1-Jan,338,393,NEWFOUNDLAND,CANINE,6
V123289,1-Jan,720,330,SHORTHAIR DOMESTIC,FELINE,4
V123289,1-Jan,489,302,DOMESTIC (AMER)SHORTHAIR,FELINE,3
V123289,1-Jan,411,134,BOXER,CANINE,18
V123289,1-Jan,698,159,BEAGLE,CANINE,21
V123289,1-Jan,459,365,DOMESTIC SHORTHAIR,FELINE,18
V123289,1-Jan,289,361,CHINESE PUG,DOG,13
V123289,1-Jan,507,492,BELGIAN MALINOIS,CANINE,14
V123289,1-Jan,232,468,CHIHUAHUA MIX,CANINE,19
V123289,1-Jan,646,273,AMERICAN QUARTER HORSE,EQUINE,14
V123289,1-Jan,906,342,CHOW CHOW MIX,CANINE,19
V123289,1-Jan,362,322,OTHER CANINE,CANINE,24
V123289,1-Jan,229,351,PITBULL MIX,CANINE,6
V123289,1-Jan,255,272,AMERICAN STAFFORDSHIRE TERRIER,CANINE,6
V123289,1-Jan,479,485,AMERICAN BULLDOG MIX,CANINE,11
V123289,1-Jan,190,170,BEAGLE,CANINE,20
V123289,1-Jan,952,110,PITBULL MIX,CANINE,6
V123289,1-Jan,618,412,AKITA,CANINE,24
V123289,1-Jan,477,101,DOMESTIC SHORT HAIR,FELINE,23
V123289,1-Jan,638,277,TERRIER,CANINE,10
V123289,1-Jan,804,449,GERMAN SHORT HAIR POINTER,CANINE,18
V123289,1-Jan,970,356,BOMBAY,FELINE,18
V123289,1-Jan,368,116,DOMESTIC LONGHAIR,FELINE,16
V123289,1-Jan,640,113,RETRIEVER  GOLDEN,CANINE,23
V123289,1-Jan,670,405,UNKNOWN FELINE,FELINE,24
V123289,1-Jan,630,478,CHIHUAHUA,CANINE,15
V123289,1-Jan,497,295,LAB MIX,CANINE,18
V123289,1-Jan,663,457,ARABIAN,EQUINE,22
V123289,1-Jan,840,470,BERNESE MOUNTAIN DOG,CANINE,12
V123289,1-Jan,516,265,SHIH TZU,CANINE,13
V123289,1-Jan,326,176,BOXER MIX,CANINE-DOGS,13
V123289,1-Jan,746,180,DOMESTIC LONGHAIR,FELINE,21
V123289,1-Jan,678,422,PIT BULL MIX,CANINE,10
V123289,1-Jan,311,201,PUG,CANINE,19
V123289,1-Jan,791,221,LONGHAIR DOMESTIC,FELINE,23
V123289,1-Jan,482,497,BULLDOG  ENGLISH,CANINE,19
V123289,1-Jan,251,283,RETRIEVER LABRADOR MIX,CANINE,16
V123289,1-Jan,967,126,MIN. DACHSHUND,CANINE,8
V123289,1-Jan,855,158,LABRADOR RETRIEVER MIX,CANINE,19
V123289,1-Jan,877,296,CHIHUAHUA  SMOOTH,CANINE,17
V123289,1-Jan,115,421,DOMESTIC LONGHAIR,FELINE,10
V123289,1-Jan,212,308,LABRADOR RETR,CANINE,23
V123289,1-Jan,849,158,SHEPHERD GERMAN,DOG,23
V123289,1-Jan,440,104,MINIATURE HORSE,EQUINE (HORSE),24
V123289,1-Jan,891,139,LABRADOR RETRIEVER,CANINE,14
V123289,1-Jan,138,408,LONGHAIR  DOMESTIC,FELINE,22
V123289,1-Jan,233,390,DOMESTIC SHORTHAIR,FELINE,13
V123289,1-Jan,614,498,DOBERMAN,CANINE,7
V123289,1-Jan,973,222,TERRIER MIX,CANINE,24
V123289,1-Jan,451,104,DOMESTIC SHORT HAIR,FELINE,10
V123289,1-Jan,538,329,MALTIPOO: MALTESE/POODLE,CANINE,19
V123289,1-Jan,995,404,CANE CORSO,DOG,7
V123289,1-Jan,954,341,MIXED,CANINE,16
V123289,1-Jan,575,270,DOMESTIC LONGHAIR,FELINE,11
V123289,1-Jan,739,228,PITBULL,CANINE,4
V123289,1-Jan,980,378,MIXED,CANINE,6
V123289,1-Jan,626,465,SAINT BERNARD,CANINE,16
V123289,1-Jan,194,348,DOMESTIC SHORTHAIR,FELINE,10
V123289,1-Jan,316,412,OTHER AVIAN,AVIAN,23
V123289,1-Jan,588,392,QUEENSLAND BLUE HEALER,CANINE,9
V123289,1-Jan,775,472,DSH - DOMESTIC SHORTHAIR,CAT,21
V123289,1-Jan,168,364,RAGDOLL,FELINE,12
V123289,1-Jan,374,465,DOMESTIC LONGHAIR,FELINE,23
V123289,1-Jan,813,433,TERRIER JACK RUSSELL,CANINE,23
V123289,1-Jan,701,261,THOROUGHBRED,EQUINE,22
V123289,1-Jan,956,148,PITBULL,CANINE,12
V123289,1-Jan,234,358,RHODESIAN RIDGEBACK,CANINE,22
V123289,1-Jan,901,406, SHIH TZU X,CANINE,9
V123289,1-Jan,439,222,DLH,FELINE,22
V123289,1-Jan,780,244,SHEPHERD  AUSTRALIAN,CANINE,19
V123289,1-Jan,887,139,DOMESTIC SHORTHAIR,FELINE,3
V123289,1-Jan,540,386,BORDER COLLIE MIX,CANINE,18
V123289,1-Jan,230,411,SHEPHERD  GERMAN MIX,CANINE,17
V123289,1-Jan,821,161,SHETLAND SHEEPDOG,CANINE,20
V123289,1-Jan,369,191,DACHSHUND  LONGHAIRED,CANINE,14
V123289,1-Jan,682,268,PITBULL,CANINE,15
V123289,1-Jan,331,393,DOMESTIC LONGHAIR,CAT,11
V123289,1-Jan,495,417,PRESA CANARIO,CANINE,13
V123289,1-Jan,334,413,ROTTWEILER,CANINE,20
V123289,1-Jan,987,235,DACHSHUND  LONGHAIRED,CANINE,19
V123289,1-Jan,685,145,BOBCAT,FELINE,23
V123289,1-Jan,997,315,SPHYNX,FELINE,5
V123289,1-Jan,392,467,PITBULL,CANINE,8
V123289,1-Jan,442,179,SHIH TZU MIX,CANINE,14
V123289,1-Jan,564,303,DACHSHUND MINIATURE,CANINE,19
V123289,1-Jan,187,232,SPHYNX,FELINE,5
V123289,1-Jan,580,339,BOXER,CANINE,21
V123289,1-Jan,628,158,RETRIEVER  LABRADOR MIX,CANINE,14
V123289,1-Jan,462,303,CHIHUAHUA MIX,CANINE,23
V123289,1-Jan,114,467,DOMESTIC SHORTHAIR,FELINE,24
V123289,1-Jan,732,346,RETRIEVER GOLD.  MIX,CANINE,18
V123289,1-Jan,865,443,LABRADOR RET MIX,CANINE,8
V123289,1-Jan,868,107,AKITA MIX,CANINE,14
V123289,1-Jan,280,481,THOROUGHBRED,EQUINE,20
V123289,1-Jan,310,124,MIXED,CANINE (DOG),15
V123289,1-Jan,905,287,DOMESTIC SHORTHAIR,FELINE,23
V123289,1-Jan,686,211,AMERICAN QUARTER HORSE,EQUINE,15
V123289,1-Jan,740,309,MIXED,CANINE,20
V123289,1-Jan,363,338,SHEPHERD MIX,CANINE,15
V123289,1-Jan,224,408,BEAGLE MIX,CANINE,14
V123289,1-Jan,725,175,DOMESTIC MEDIUM HAIR,FELINE,18
V123289,1-Jan,841,142,HEELER,DOG,22
V123289,1-Jan,430,388,DSH,FELINE,20
V123289,1-Jan,103,480,SHORTHAIR  DOMESTIC,FELINE,14
V123289,1-Jan,755,125,LHASA APSO MIX,CANINE,16
V123289,1-Jan,636,472,MIXED,CANINE,10
V123289,1-Jan,476,168,HUSKY,CANINE,6
V123289,1-Jan,398,248,RETRIEVER LABRADOR,DOG,21
V123289,1-Jan,141,386,SHEPHERD  GERMAN,CANINE,5
V123289,1-Jan,464,320,SIAMESE,FELINE,17
V123289,1-Jan,600,347,DOMESTIC SHORTHAIRR,FELINE,14
V123289,1-Jan,872,156,WEIMARANER,CANINE,12
V123289,1-Jan,792,361,SHIH TZU,DOG,12
V123289,1-Jan,776,136,DOMESTIC SHORTHAIR,FELINE,11
V123289,1-Jan,111,489,BOXER/MIX,CANINE,24
V123289,1-Jan,505,395,WELSH PONY,EQUINE,18
V123289,1-Jan,972,488,OTHER,EQUINE,24
V123289,1-Jan,127,140,PTBL,CANINE,23
V123289,1-Jan,283,164,TERRIER MIX,CANINE,9
V123289,1-Jan,407,195,AMERICAN PIT BULL TERRIER,CANINE,11
V123289,1-Jan,305,220,DOMESTIC SHORTHAIR,FELINE,9
V123289,1-Jan,947,331,SCHIPPERKE,CANINE,19
V123289,1-Jan,492,178,DSH,CAT,19
V123289,1-Jan,752,150,COLLIE,CANINE,21
V123289,1-Jan,643,124,JACK RUSSEL TERRIER,CANINE,10
V123289,1-Jan,344,225,HAVANESE MIX,CANINE,6
V123289,1-Jan,471,122,MALTESE,CANINE,23
V123289,1-Jan,815,290,DOMESTIC SHORTHAIR,FELINE,20
V123289,1-Jan,271,190,DOMESTIC SHORTHAIR,FELINE,8
V123289,1-Jan,634,350,MIXED,CANINE,7
V123289,1-Jan,953,276,POODLE MINIATURE,CANINE,17
V123289,1-Jan,620,205,PITBULL,CANINE,13
V123289,1-Jan,250,476,BEAGLE,CANINE,5
V123289,1-Jan,975,239,SHARPEI,CANINE,24
V123289,1-Jan,299,149,DOMESTIC SHORTHAIR,FELINE,12
V123289,1-Jan,715,254,SHORTHAIR  DOMESTIC,FELINE,4
V123289,1-Jan,559,417,B10,CAT,20
V123289,1-Jan,820,150,DOMESTIC SHORT HAIR,FELINE,7
V123289,1-Jan,356,274,BERNADOODLE,CANINE,2
V123289,1-Jan,185,309,DOMESTIC SHORTHAIR,FELINE,5
V123289,1-Jan,219,383,SAINT BERNARD,CANINE,14
V123289,1-Jan,943,473,MIXED,CANINE,18
